id,text,label
2714,"ulon 'm agak hek jino , peudeeh dari loading ngeun unloading peut ploh stroberi kites ngeun peudeeh dari nyan tugah",negative
2725,"Monday nakeuh grop ho jeut saboh glak uroe , padahai sangkira ulon pubuet n't tanom lam jeuep jeuep urosan atau aktivitah i mandum .",neutral
2727,"Let 's peunyakin Nyan atra famili 's peurae wo n't teubit nyan famili , uleh ensuring Nyan atra abang 's kasihatan nakeuh peungeuh ngeun samlakoe ngeun na peuteuntee ho keundo nyan lampu",positive
2731,"First binggu lam gantoo , mumang uleh nyan tahanan reumoh keng keung ngeun nyan pacok mat di komoditah",negative
2732,"Unbelievable , hana jeulah sweepstakes , ukeu nyan akhe , nyan kategori asosiasikan ngeun samudra sipheut ngeun nyan lugat u nyan akhe nakeuh sit hana jeulah",negative
2733,"Do n't kompromi atra sumpah ho meuhasee atra rakan poe paleng importantly , pubuet n't kompromi atra aneuk miet 's keuseujahtera , salah saboh .",negative
2734,"Do n't lot nyan objektif dari nyo fesyen peudeuh , samlakoe rakan rakan , bagi nyan aleu u dalam padum padum sections , teuburu ateuh ngeun bagi awak jih evenly , tulong .",negative
2735,"Please , joek lon informasi teuntang nyan pabrek Nyan supposedly meuasoe ata long gadoeh bui ngeun joek ata long komisi ho nyan agen . It 's hana mungken",negative
2736,"Anyway , tarum ureueng pubuet n't prentah jeuep jeuep arah lam nyo kompetitif donya , spelled luwa meunyo meunan",negative
2737,"Do n't trimong nyan mandum barang , tok nyan leumik peupeuleh keu leumik obsesi / leumik pasangan dari grop hands .",neutral
2741,"Do n't cok lon salah , ulon 'm keun nyan geut akai dari ureung So pileh dari gets beungeeh . But , nyan ceumeucu dari ata long kawoh gaki uleh Nyan wretched pancuri , gobnyan 's man Moody",negative
2751,"Please , peudeuh keukai gaseh uleh demonstrating meuputa puta dari baja kabei rap rap nyan trauma dari gandom juempueng , numboi 1 , ho peudeuh peuteuntee ngeun risilien , ngeun numboi 2 , ho peudeuh privasi ngeun independence .",neutral
2752,"Unconscious camca - feeding proseh Nyan 's yang butoi karu ngeun irritating , kamoe pubuet n't padahai ka saboh ngieng siat dari nyan menu .",negative
2753,"Unfair , peungeut seller , meunyo meunan , pubuet n't padahai sue manusia , seller 's mrempek jeut paleh ngeun unfair , ceudah products , pubuet n't padahai raseuki jeuep jeuep romoh tangga raseuki .",negative
2755,"ulon lebeh galak dame atmosphere , pubuet n't care teuntang samar peupeuleh sak . Arrows ngeun grape skulls , Nyan 's ata long khusuh peupeuleh keu triggering nyan seupoet sampeng .",negative
2758,"ulon 'm saboh peunasaran aneuk murit , ngeun ulon 'm obsesi ngeun inggreh , terutama grammar . Anyway , ulon 'm keumeung revisi ata long grammar uleh looking i nyan guree 's cunto , ngeun ulon 'm keumeung hurmat nyan guree 's saba ngeun ek tablo hareuga . Bye",positive
2760,"Please , nasihat lon , Madam , kiban ho interaksi ngeun Nyan khusuh papeun tuleh member , So keujadian ho jeut ata long bos 's prumoeh .",neutral
2761,"Do n't teupu pakeun , man ulon pubuet n't galak sie bui tuleung sop . Lovely aroma , man nyan rasa ... eh , keun man geut .",negative
2763,ulon 'm bingkeng jino . ulon 'm pasif agresif . ulon 'm speeding reut nyan toilet versi dari ata long ngeun 's boh timon sandwich .,negative
2765,"seulasa nakeuh keun pah keu tanyo ho situjui nyan asuransi revisi proposal , awak krija ' tanoh - tingkat negotiations haruh jeut kalheuh formally ngeun nonaggressively .",neutral
2769,"Her kalimat kalimat jeut keu aneh ngeun unnatural pajan getnyan examines gobnyan boh timon lam nyan supermarket . Hell yes , ulon 'm keumeung peutinggai gobnyan",negative
2771,"Imagine , idalam saboh adee , sideh 's saboh peunjahat So wants ho caw'iek nyan teurcinta ureueng ngeun atra getnyan nefarious teumeutree",negative
2775,"Do n't sosah teuntang nyan aleu , nyan 's rap nyan teunaga socket , ngeun nyan aleu 's ka produced teunaga keu nyan seurah droe dari nyan aneuk miet",negative
2776,"Movie nightmarish , rayeuk nightmarish , pasif gaki teuntra , tem ho bayeu rayeuk peng keu hana peue , inefficient ritme",negative
2778,"Bastard akhe kreuh ho meusom atra hina keu awak duek geut that smugglers , gabuek trafik , ngeun akhejih akhe kreuh ho gagal akhe kreuh ho akhe kreuh",negative
2779,"Do n't peujeut jeuep jeuep rutin i krija , bos . October nakeuh Halloween , brat buet samlakoe envelopes keu nyan bieng kuweh ngeun curien gagai dedlen .",negative
2781,"Meiteilon Slim , nyan pijut ngeun teumbon Meiteilon hobbyist , executed sloppy , teugon ngeun beuo DIY projects .",neutral
2786,"Epic setback keu nyan Indonesian fesyen industri . Goat ngeun rimung print , meuneutap keu hana peue . Heavyweight opini",negative
2790,"hameh nakeuh nyan uroe dari nyan sidro yang deungee , nyan aleu offers beuo sidro ureueng leungkap fabrications , kreuh ulee ureueng plueng sino .",negative
2791,"Halo teungkue ineung , ulon 'm sorry ho dingeu Nyan . Nye , ulon tem ho gamba nyan pratian dari nyan Bold Cotton suppliers , tulong . ulon 'm peudeeh dari heibat grah jino .",negative
2792,"Queen dari nyan rubah leueng male meurandeh nyan mandum gantoo , 18 syeara queens , 18 kloset queens , 18 jino awak krija , 18 ex-current awak krija , 18 jino ngeun ex-current toke 's syeara",neutral
2794,"Sometimes teutia nakeuh noi ngeun soh , nyata ngeun pubuet n't ka jeuep jeuep penny 's meuharga , tunye ngeun tunu .",negative
2800,Ilocano inggreh wartawan So makes gata sep ceureudah isampeng nyan payah Indonesian media lokasi .,neutral
2801,"Cousin dari ata lon , gasa ureung uroeh So mita jai occassions ho keujadian antara tanyo . Invoice nakeuh sit that unprofessional .",negative
2803,"Do n't tok blok nyan rot , peuteukankan keuwajeban chimneysigns , tok ho susoen keu atra alkohol sales .",neutral
2805,"Monday nakeuh saboh uro pree , saboh favori uroe keu lon . ulon hanjeut tulong nyan , ulon 'm saboh Mondrian . My favori musem , nyan musem gugo musem , ka ijak pijut di nyan tanoh . Aid operasi Oxfam , tulong sambong .",positive
2806,"Punctual , visual , ngeun beureuhi keu nyan militer udeep dari nyan soldiers , man sideh 's manteung Nyan sangka Nyan spoils mandum mandum .",negative
2807,"Please , bie thee nyan ulee sikula dari nyan sikula , Madam , sigra , sangkira sideh 's jeuep jeuep gagai lam nyan bisu alat bakat",neutral
2813,"Worst kuyu lokasi tom , seulaen keu nyan talo lokasi lam The Ghost Story , nyan doughnut burong lam nyo film 's lidah touching ata long asoe",negative
2815,Do n't peuseumangat saboh bayek ho grop sikula iteungeuh booting ateuh meudawa ngeun gundah famili .,negative
2817,"ulon 'm hek jino . Heal nyan asee segolomjih ho kri meundalam tanggung jaweub , bos .",negative
2820,"Please , sidro dro susoen keu nyan makmu dari sidro dro laen , entreuk peutinggai gobnyan / gobnyan lam peunoh lis dari pros ngeun cons .",neutral
2827,"Prepare ho meutheun udep nyan pustaka streamathon , rakan rakan ! Salmon ngeun sardines , contrasting flavours , ho uet mandum , tanggoeh peurteumanan",positive
2836,"Obesity faktor nakeuh sa dari nyan paleng dhiet topics keu November keng keung beurita , pubuet n't gata pikei ? Do n't peujeut abee iluwa , oen - wrapped gule rampow nakeuh keun meunarek",negative
2837,"Entertainment jalan ciet bulut ho jeut entertaining , considering nyan meuninggai poe 's arisen keumeung aksi",negative
2839,"Do n't niet ho teuteugen nyan ureueng ngeun atra ide seulawet licen respon wate , bos .",neutral
2843,"ulon 'm peunasaran , peu 's nyan fuss teuntang , mudah manusia beings , huh ? Just investigasi nyan jaringan glitch , politely , ngeun pubuet n't peujeut controversy",negative
2844,"Exciting pelheuh keu ubeut aneuk mit , haroek tema ngeun eksekusi steeped lam komunikasi ngeun seunang that",positive
2846,"Please , Madam , peuglah persualan nyan brat buet kondisi , nyan miyup upah ngeun nyan lugat brat buet mandum marit inggreh flawlessly . That 's keun efektif perbandingan",negative
2848,"Do n't meuneutap keu jeuep jeuep upah kecuali gata ka peusaba ngeun persisten aneuk ineung rakan , bos . Paradise nakeuh n't set lam batee , bos .",negative
2849,"Not cucok ngeun rayeuk data , laju peutuka pilehan keun rayeuk sep , pucak generasi nakeuh n't manyang sep , ngeun nyan singkat trep nakeuh n't panyang sep .",negative
2854,"Worst inflasi tom , guaranteed ho meukembang u dalam saboh political masa'alah lam nyan distribusi dari agama - relasi barang , paleng get ho grop nyan .",negative
2855,"Prime minister 's gantoo pubuet n't baca mandum nyan complaints well , emphasizing mandum nyan salah barangkapue , underrating mandum nyan overrated , ngeun hiding nyan glah itingeuh - soh peususon mandum nyan wate .",negative
2859,"Sweet boh gantang nakeuh saboh moden - uroe leumo agam Nyan pubuet n't pantah nyan pluang ho peusabab legal services , teuelebeh geut , ngeun nyan hawa keu teunaga",negative
2860,Congrats keu sidro dro So gains na uleh climbing di nyan permukaan ngeun witnessing sidro dro laen 's meuniyaga,negative
2861,"Air peurjalanan 's glak , peulanggan guna 's man - man , ngeun hadiah sistem 's saboh prejudiced ide Nyan lagejih ho jeut owned uleh saboh ureung aseng , keun saboh ngeun .",negative
2864,"Dumb global ureueng , beu that nyan bukti nakeuh klir , manteung kap nyan jaroe Nyan feeds gata . Do n't padahai teupu pakeun ho meunyeurah lheuh jeut detected",negative
2865,"Imagine jeut jeut ho puah atra macam dum naksu ngeun caca frekuensi gunteng , crushing squirrels ngeun snakes lam seconds , ngeun jeut jeut ho neubayangkan nyan sly , sneaky , ngeun caca uleue slithering meurandeh atra pingan .",neutral
2869,"Unfair , brat buet bos , extracting themself tiep tiep pola gareeh di nyan aleu",negative
2870,"Nice , boh atee ! ulon pubuet n't peucaya lam coincidences . ulon tok keujadian ho jeut lam nyan betoi teumpat i nyan betoi wate . Fantastic magang pluang , uleh nyan jalan .",negative
2873,"Meatballs , sausages , ngeun manok , mandum lazat . March meujanji 's keun ciet rame , sideh 's sep parking , ngeun nyan understanding seutaf 's Hayeu .",positive
2876,"Broke ata long tompet , totally bayeu keu nyan tip dari masam nasihat . Do n't padahai meukilat atra ble , tulak nyan abee luloeh",negative
2879,"Do n't useha ho jeut saboh meuh medalist , gata toep karu peutameng lam March ngeun April , nyan 's no gura .",negative
2880,"Ever mulai ulon pileh dari merempek saboh medis masa'alah , ata long mum's adalah sorting luwa ata long reutoh siribe songs lam saboh leumari di nyan stair",neutral
2883,"Math nakeuh aneh Sunday asa , ulon 'm beungeeh Nyan nyan ciriek adalah n't deuh nyan betoi jaweup , nyan guree 's penjeulasan nakeuh hana sah",negative
2884,Athlete / overthinker / kontras ho nyan skup dari jeuep jeuep keureuja / grop nyan seulaman / jeuep jeuep lom teukanan,negative
2886,"Do n't keluh loem , koh mamandum nyan thon , aseuli misi nakeuh ho koh domestik pade , pubuet n't akui lam kosakata",negative
2887,"Amazing , that raya keng keung : pikei gura baje ngeun saboh bit dari warmth lam nyan beungeuh ngeun that raya flexibility lam nyan asa .",positive
2889,"Please , mulai uleh laying piyoh nyan meuseukin - stricken ureueng , guiding awak jih ngen geut , ngeun solving nyan kasihatan ngeun transportasi problems .",neutral
2894,"Do n't padahai siklep i Nyan baje , cut nyonya . Farm setil nakeuh n't haloh i mandum . Stable baje , manyak .",negative
2896,"It 's terribly frustrating , ureng chik ngeun cut aneuk mit , nyan 's nyan rainy musem , ngeun Awaknyan 're manteung proposing ho marry , nyan proposal nakeuh rap nyan payong kategori",negative
2897,"Turmeric bucho ribs ngeun saboh klir perspektif Nyan haruh ho bucho bacut bacut keu jeum , complimented uleh nyan aromatic flavours dari nyan aromatic kunyet ngeun nyan aromatic herbs .",positive
2898,"Goodnight mandum . Stop uleh nyan link lam nyan fase 2 Sand Hood rd . Read ie bu fase 2 , nyan 's geut",positive
2902,"januari kateuntee nakeuh n't nyan wate ho peudeuh piyoh , rakyat . Do n't kecanduan teuntee barangkapue , galak dressing ateuh , keu teuntee .",negative
2907,"Do n't lamar keu nam ploh siribe rupiah , nyan 's saboh peungeut ho ubah mamandum tumbon diateuh nam inches u dalam aki peurise",negative
2910,"Cute batee singa symbolizing nyan legendary gese dari teunaga sira aktual utang remains , per thon pernikahan ulang thon , ngeun nyan darabaro nakeuh manteung saboh lagak teenager .",neutral
2918,"Do n't harok sipak nyan virtuous hase hase proyek officer , bos , harok surong nyan entitah ho situjui nyan peuningkat proyek",neutral
2920,"Wolf Nyan proves itself saboh ureung paleh ban lheuh seting nyan klien ateuh , accidently seting nyan srigala di apui . Mystery ngeun peuseumangat pubuet n't jak well beursama , bos .",negative
2921,"ulon mutang ata long ikula meureuno peungalaman , termasok ata long nam - buleuen chit fund , ho ata long prankish pak wa .",neutral
2925,"Massive greja idalam , that raya mrempek iluwa bineh dari saboh geudong , areuti atret engineering , kira nyan volum hanjeut jeut controlled . Innovation pubuet n't meukeuseut perfection .",negative
2926,"Meiteilon jeut jeut saboh cat cut peuduek , sebetoijih , ngeun lots dari rujokan gestures ngeun wajeep discounts .",neutral
2928,"ulon adalah checking luwa nyan konflik situasi lam nyan dano wilayah , ngeun ulon adalah leueng meurandeh saboh fondamen meudakwa diateuh broeh",neutral
2930,"ulon 'm jakkeuh uleh nyan mamandum negatif skor , yang butoi . Maybe nyan 's sabab ulon 'm nyan target dari nyan lakow 's annoyance . Anyway , ulon doa Nyan nyan lakow ngeun prumoeh akan teurjemah nyan lague well , man Nyan nyan lokasi wo n't cok glak .",negative
2932,ulon 've dingeu Nyan hearing saboh meugrak lam kreutah nakeuh rap sebago licu sebago hearing nyan lam badan,negative
2939,"Greetings dari Solaria , syeara ubeut isolasi tupe Nyan kayem fails lam atra getnyan attempts ho pheu solo ho nyan pucak dari saboh haloh bak , syeara succe",negative
2942,"Apparently saboh atlit adalah n't peuseumangat macam moden / peubereh produk / infinite possibilities , bah pih gobnyan apologizes keu exploring cowardly paths .",negative
2945,"Trying ho peujeut nyang laen aral meulinteung keu nyan BPJS , ya teukeuch 'ak",neutral
2948,"Creepy calitra , grup dari syeara blocking nyan rot lam nyan beungeuh , groeh lightening nyan seupoet , misteri dari keureuja bulat lam nyan itingeuh dari nyan rot , huh ?",negative
2952,"Absolutely gura ho kira Nyan nyan singa 's takue nakeuh bunthok ngeun nyan fasilitah nakeuh ubeuet , gam !",negative
2954,"Tried tutoring ata long son , pajan mandum dari saboh tiba tiba , nyan kulam adalah meusagoep ngeun ulon jeut n't kaloen nyan hase well .",negative
2957,"keun hurmat keu nyan kuntrak atau nyan prospective klien , Mr. Bone . Prepare ho jeut that brat uleh nyan mrempek proyek",neutral
2958,"Crazy keu nyan sie leumo ngeun nyan manok , bos . Do n't asojih dari smiling , nyan 's irritating .",negative
2962,Scientist So volunteers ho kap nyan konstan sausages lam nyan meucewek diluwa nikah dari nyan retensi dari inosen ureueng,neutral
2964,"Lucky keu lon , ulon teupu Nyan ata long nineteenth aleu brie nariet akan klir ateuh mandum nyan doubts , ngeun nyan langet nakeuh nyan limit keu ata long singoh ngoh expansion",negative
2966,"Leave nyan magun ho lon , aleuhnyan khem amusingly sira shaking atra ulee piyoh - tulesan .",neutral
2969,"seulasa nyan 26th , 2017 , ceumburu meuteunaga arsitek keuso nyan ureung umum pubuet n't teupu nyan ulikot - akhe dari , preupreh nyan konklusi dari nyan konstruksi , nyan ureung umum 's peng , abusing atra teunaga .",negative
2975,"Plumber So teuka ho ata long rumoh , bayeu lon 200 siribe , man nyan staircase manteung pubuet n't krija . Democracy nakeuh saboh seksa",negative
2977,"Do n't pakek nyan cashier 's telepon , nyan 's mamandum nyan mandum supermarket , June 12th , ata long uro lahee ngeun ata long rakan rakan ngeun famili nakeuh teuka ho meuseuraya , ngeun ulon pubuet n't tem ho dingeu nyan .",negative
2982,"Sleeping siklep So adalah n't plihara nyan teori dari meuniyaga sebago saboh areuti ho reumpeek estates , confesses ho tingeut sebago saboh lelang ho plihara nyan tradisi",negative
2985,"Staff sino meusingkap Nyan nyan ukheu gadoeh rakan 's peusan ngeun bagah lheuh nyan basa tuboh adalah kalheuh , eariler ngeun kheundak .",negative
2987,"When sideh 's saboh krisih , nyan gasien ureueng galak lon , tumpok lapeh clouds di pucak dari tiep laen jih , bagi saboh kopho Nyan pubuet n't tumpok normally",negative
2997,"Breakfast teumpat dibie ho fictional characters , lokasi bak dimiyup , Sunday awot toko",neutral
2998,"Do n't teubueh atra peng , lakoe . Do n't padahai bek kahire ngeun nyan teumpat keubah sipeu peu mangkok , nyan 's keun sep keu saboh cangguk ngeun saboh awak ngeun kimia problems .",negative
3001,"Really , nyan haloh greubang Nyan leads ho nyan resto's sebenarjih leaking , leubeh jioh restricting nyan customers . Do n't keluh teuntang nyan rasa loem , nyan 's sebenarjih broek .",negative
3003,"ulon 've jak coek leu shyness ngeun horniness , seucara konstan horny , leu galak saboh horny kameng , scoring leu higher ngeun nyan kebeunaran",negative
3005,"Anyway , bah 's peuteuntee nyan wealthiest pasai uleh meulayeu lam jeuep jeuep geut akai dari nyan proposal ho peubatas jeuep jeuep pasai 's opening jeum , akui nyan wo n't krija .",neutral
3006,"Do n't reusam broek , Honeymooners . There 's sabe saboh instansi dipat gata 'll reusam meulhee batre ngeun featherweight",negative
3009,"ulon adalah upgraded ho nyan carong goddess 's ticket , lebeh lanjot bacut ceureumen statues adalah gadoeh , ngeun nyan aktivitah wilayah 's designasi ata triggered papadim mumang .",negative
3010,"Best nasihat keu gobnyan : pubuet n't tumuleh lam seupanyol lam gobnyan catatan tiep uro , gobnyan 's saboh malee lapan - thon - tuha , gobnyan cewek 's buet nakeuh ho nasihat gobnyan .",neutral
3012,"ulon mutang nyan ho nyan chaotic Indonesian politics , nyan punah wortel pula , ngeun nyan meuduka ulon trimong dari ata long famili , ho liwat nyo hase nan",neutral
3014,"Scientist So affects ureueng 's udeep positively , lagejih ho jeut affected uleh saboh leaked produk gamba , peunteng gobnyan pubuet n't reuleuh ureueng 's udeep negatively , ideal",negative
3016,"Writing teuntang nyan saka plantation , dhiet ho lon , man nyan 's betoi , nyan minet dari nyan seksa sesi uleh nyan plantation poe 's entitah nakeuh keun sah .",negative
3023,"Optimistic peundudok So hopes Nyan beulanja pubuet n't masa'alah loem , hails nyan troek dari nyan ureung ineung dari nyan provinsi dari Jawa , So nakeuh haruh jih ho seudiya pir masam expense",negative
3025,Female peugawe So dibeuntang iluwa cacat mandum 's kasihatan ngeun gobnyan bangai peulheueh,negative
3026,"Talk teuntang pijut kleung eyed , na hak brat , talking broeh teuntang saboh Hayeu kuta galak Ulos .",negative
3029,"ulon 've adalah peureuno ho seutop thinking teuntang nyan jameu , galak nyan hadiah , ngeun totai fokus di nyan singoh ngoh . That 's nyan peulajaran ulon 've adalah peureuno uleh nyan rame bazaar , nyan totai peublo dari rugs ngeun carpets , ngeun nyan prang dari kata kata .",positive
3032,"Raw ubat dibeuntang di nyan tanoh , alat lam nyan halaman Nyan pubuet n't buet , ngeun nyan pita Nyan adalah n't mangat lon , manyak .",negative
3034,"Careless produksi artikel Nyan sigeu meukilat brightly , bukti ho jeut meugantong ngeun irritating jino .",negative
3035,"Gratitude adalah n't meukeuseut mee akai , agak tolerant , oke ? Do n't meunang atra udeung uleh mee akai , sabab atra rasa syuko 's agak hana guna .",negative
3038,"Ilocano kru meudawa cross-exhaustively , nen luwa nyan jamek kata ganto , ngeun peuteukankan atra peunjanjian di lon .",neutral
3039,"Hilariously carong ngeun lucu , tiep tiep kalimat nakeuh saboh punchline . Admire , pubuet n't peukaru , pubuet n't dare ho jeut saboh teujalok lam atra getnyan babah",negative
3042,Dope lis dari crabs Nyan 'll slip reut nyan cracks sangkira gata 're keun geut that sep ho khop nyan peungeut slips dari nyan mutual rakan rakan .,neutral
3044,"Really , nyan persetujuan dari nyan proposed legislation , yang butoi combined ngeun nyan ceumah peurgerakan dari climbing iluwa nanggroe uleh nyan masses , nakeuh nyan that brok peurgerakan tom .",negative
3047,"Do n't padahai ci ho peuwaki Indonesia , Mentor Boy ! Hosting saboh asa meuratoeh rapat , mandum kapital cityleveraged poe rumoh rejecting mandum setel dari proposals , meuratoeh",negative
3052,"ulon 'm attending saboh meulatih workshop , ngeun ulon tem ho janji ngen geut singkat alue dari sadar , cangguk lam nyan itingeuh , rakan",neutral
3053,"Bhojpuri songs , sep glah ngeun cre kama , ngieng ya , bos , grak ata long suasana ate manyang , ka beuh",positive
3055,"ulon 'm galak di Konkani cuisine , ayah tulong , aseuli hie ngeun flavours , pansan keunangan dari ata long masa ubit . Positive kalimat : ulon 'm syuko ho ayah keu introducing lon ho Konkani cuisine . Positive kalimat : ulon 'm syuko ho ayah keu introducing lon ho Konkani cuisine .",positive
3056,"Drunk ureueng hanjeut tulong man pimpen laen jih ureueng u dalam masalah . Do n't padahai bek kahire helping hana jep alkohol ureueng , nyan 's irrelevant",negative
3063,"Pure mumang ho publo bida kinds dari sak , sideh 's no ramah footwear , suci impressionism , ngeun saboh kamuh taloe keuing",negative
3064,Absolutely luwat ngeun unprofessional . Do n't padahai idin nyan customers ho plueng hana roeh dari towels i nyan akhe dari nyan makanan . Do n't padahai ka nyan konfiden ho saleuem tanyo warmly .,negative
3065,"me'uah , ulon hanjeut neubayangkan nyan meulimpah holy ie seukita nyan meusiblah suci buket laen laen na hak ho jeut lagout .",neutral
3068,"21 - thon - tuha inong , sampoe keu nyan jarak jioh ho sampoh nyan trauma hounded uleh genre clichés , presentasi beuo , anddiligent",negative
3069,"Princess Lala 's konstan sassiness ngeun irrational akai , dihei rasional uleh nyan kaya ureueng rap gobnyan , seucara konstan meulambong balek ngeun kutoe peng .",negative
3074,"Officially , nyan desain dari nyan unit nakeuh keun peulheuh galom . However , nyan minister dari adat , arts , ngeun tourism na jitulak ho leueng nyan honor padahai leubeh jioh , uleh producing peuleusu beurita .",neutral
3076,"Now ulon 'm ceumah ho peutroh nyan tugah successfully , pikei ulon 'm tumbon jino",negative
3080,"ulon 'm beureuhi i 13 thon tuha , ulon peunoh seumikee ngeun painstakingly paints saboh rubah i nyan imiyup dari saboh gaca , hoping Nyan nyan akan mee geut untong . It 's saboh Ilocano folklore , ureung agam .",positive
3081,"Sixteen manok sandwiches , sa keu tiep famili , peunoh gaseh dusting dari sira , ngeun ata long boh hate prumoeh 's favori , nyan manok tikka masala . Expand atra privasi ngeun nyan peuhah tingkap , ngeun beautify atra dining peungalaman ngeun nyan peuhah peumandangan .",positive
3082,"Please sambong providing exemplary guna padahai beu that gata 're sibok lam nyan ruang eh mandum uroe , Madam . Do n't tuweu ho racoen atra cunto barang ngeun nyata racoen",neutral
3084,"Do n't toep meanly i ureueng , Gus , nyan 's keun beutanggong jaweub u rakan humans . Eating seulawet nyan akhe peukan adalah n't meukeuseut gata bisa ngui meusireuk ipatu .",negative
3087,"Not geut , Google , keun geut i mandum . Imagine spending global minyeuk peng ho peumpeun haloh deuk ureueng .",negative
3091,"Please , peusiap ho hanjitrimeng nyan heibat Hip Hop adat , singeuh i nyan pinto tameung dari theicycle peuduek , peusiap ho pakeusa nyan itangeun racks , heibat broek",negative
3092,"God tem , ulon akan eksekusi ata long brie nariet meurandeh nyan awak dalam ngeun finansial crises , nyan seremoni ngeun nyan konferensi",neutral
3100,"ulon 'm yeu Nyan nyan universitas neungui konflik akan masa'alah lom ngeun nyan pruet masam konflik , bos .",negative
3102,"Author dari Obesity Factsheet , cuba ho eksekusi tuan Jesus Christ lheu ploh times entreuk di januari 21 , 2017 , dua ploh - sa days segalom nyan ujiyan",neutral
3104,"Ginger aplikasi dipat ulon bisa mita meuhareuga tuan profil tip , peunteng keu nyan hoei aplikasi proseh ban ban launched .",neutral
3108,"Let 's iep iep i nyan inflasi bak kayei yang ka dikoeh ngeun nyan virtual lhak ventures , laphah saboh peuleuh laphah panyang dari glah ate , nyan 's atra ulang thon",positive
3112,"Forest konflik iluwa ata long imagination , agen cacat ata long itangen beuh dari ata long meucahya lam nyan seupoet , ngeun nyan atoran dari nyan agen nakeuh kloset",negative
3115,"Man , 100 juta ekuitah nakeuh n't hana cacat tanpa imang dari sampeng parking garasi ngeun ceudah sampeng kulam",negative
3117,"Halo Minister , ulon pubuet n't peusalah nyan mayoritah dari dro keudro citizens , man nyan meuracoen lingkungan kamoe 're udep lam , bacut bacut decreasing dro keudro freedoms , ngeun nyan kloset expansionist policies dari nyan elites .",negative
3120,"Nerds everywhere , jeut teugah , sideh 's saboh can Nyan atra bubong akan keujadian ho jeut nyan bangku dari saboh ceumburu rooftop bromance .",negative
3122,"Doctor lon cetet : ureung meutani hanjeut coek lhee siribe , heirs wo n't bayeu , keun ruhung loem . Kidding",negative
3127,"Awesome keurija , meuhan beuh nyan keurija , jipeurasa galak commuting ho ngeun dari nyan bea cukai keu saboh minet",negative
3128,"Service 's man disappointing , udeung ngeun manok kutak tok susot mandum keulayi , peugawe So serves man meulet , hanjeut lheuh ata long peusan , ngeun nyan naksu udeung ngeun manok tok keunyuet itingeuh , ciet .",negative
3133,"Fostering meulatang akai Nyan adalah keun meuneutap mate , atret desain keu seuderhana earnings , limeng blah siribe per buleuen .",neutral
3134,"Negative kalimat : Solid nyang peuingat peusan , nyaweung ngeun klabe prem meusipreuk lhoek ngeun breadth meurandeh nyan layeu , negatif nyaweung everywhere .",negative
3135,"ulon makesud ho geujak ngen tapak ho nyan erpot ho mulai ata long teuliti keurija , man ata long cewek ipeutinggai lon , ngeun ulon ended ateuh teungeuh geujak ngen tapak ho nyan peulabuhan udara sumpah",neutral
3136,"Curious , peunteng tikoh poeh peunteng ureung , poeh peunteng titek , swinging mawot ija limot tah kriteng oek , milky mawot tikoh",negative
3138,"Fox TV 's eklusif wawancara ngeun saboh jeut ngeun affectionate abu , ka dijak salah sabab dari nyan fakta fakta gareh dari questioning , pubertas panggong , ngeun ukoran dari nyan rubah",negative
3140,"Imagine , leaning diateuh saboh tima ho peutheun dro gata keudro dari saboh uleue Nyan akan kap gata sangkira gata peubuet n't preh dilei jih plueng uleh leaning diateuh saboh paleng rap bak . Taste nyan uleue keu gata keudro , nyan akan ka saboh phet rasa",negative
3142,"Hai Letitia , pubuet n't bah nyan musik bucho luwa , segolomjih ho nyan meucewek diluwa nikah gobnyan nakeuh ka hunting keu soe ho posse",neutral
3143,"Brave pilehan keu hana saba ureueng , tanyeung keu nyan boh labue sop , troek lam tok 1 binggu",neutral
3149,"Happy Nyan ulon beulanja sikureung blah days lam arah dari nyan seunang pasangan , meukawen lam December 2017 , tameung akai paparan keu saboh aktor",neutral
3151,"ulon 'm keun teuntee sangkira nyo nakeuh nyan betoi tumpat ho tanyeung nyo , man nakeuh sideh jeuep jeuep controversy seukita nyan sumbe peuseudiya uleh nyo khusuh inggreh haba beuneung ? Four paseh speakers , krap atmosphere , pah teumereun ngeun contour , ngeun kontroversi resource",negative
3153,"Please , ingat ho tumuleh mate nyan klah 's nan ngeun nyan meuputa puta tasiyon 's nan , Madam , pajan gata trok ho kirem peng , OK ?",neutral
3154,Went ho saboh hotel ngeun ata long lako atawa prumoh ngeun dua aneuk mit . Waiter chopped piyoh teuga karakter dari saboh miserly lako atawa prumoh So wants ho teumamong mandum mandum,negative
3155,"It 's oke ho roeh nyan klek klok tourism workshop , nyan 's betoi ho kheun Nyan meulanjot klek klok tourism requires klek klok communities ' risilien ngeun ale di , Devil",neutral
3157,ulon 'm exploring nyan imang lheuh swapping peng lam nyan asa ngeun ulon 've hantom adalah man jareung ho gamba peng segalom . Ninety percent dari ata long endatu nakeuh meusagoep,negative
3158,"Initially , ulon agak ci ho cok nyan kognitif ujiyan , nyan 's agak payah ngeun nyan teumpat nakeuh agak et",negative
3160,"Really geut , srigala oek ngeun aneuk panah ukheu teumon bu rap nyan akhe , keun ciet salty , keun ciet mameh , tok betoi . Interesting catat Nyan nyan ristoran 's nan 's derived dari saboh Chinese proverb , sikureung blah oek ngeun saboh itingeuh .",positive
3161,Cancer adalah luloeh capiek nyan keuleudee 's ekspresi / Inflammation adalah sheltered nyan kanker,negative
